,mlp_fscore,mlp_fscore_std,gp_fscore_avg,gp_fscore_std,total_pareto,fit_max
0,0.9577464788732398,0.0,0.8581311432629304,0.03668342444387886,2,"[0.907142857142857, 0.8582089552238805, 0.8812260536398467, 0.8800000000000001, 0.8754716981132077, 0.830188679245283, 0.8800000000000001, 0.8625954198473282, 0.7615384615384615, 0.9219330855018588, 0.8800000000000001, 0.907142857142857, 0.9219330855018588, 0.8812260536398467, 0.8676470588235293, 0.8800000000000001, 0.9185185185185186, 0.8614232209737829, 0.8646616541353384, 0.8800000000000001, 0.8812260536398467, 0.926470588235294, 0.9219330855018588, 0.8800000000000001, 0.907142857142857, 0.907142857142857, 0.9403508771929825, 0.9343065693430657, 0.9219330855018588, 0.9333333333333332]"
