,mlp_fscore,mlp_fscore_std,gp_fscore_avg,gp_fscore_std,total_pareto,fit_max
0,0.9306930693069305,0.0,0.9019053346156635,0.01717973450812573,1,"[0.7874015748031495, 0.8177083333333333, 0.809116809116809, 0.835978835978836, 0.8010471204188482, 0.7980295566502463, 0.8571428571428571, 0.8313953488372093, 0.8571428571428571, 0.8275862068965517, 0.7955801104972375, 0.81203007518797, 0.8150134048257373, 0.7977839335180056, 0.8146341463414634, 0.8008565310492506, 0.8637532133676094, 0.8882978723404255, 0.8277634961439588, 0.8571428571428571, 0.8645833333333333, 0.84, 0.8264462809917357, 0.8484848484848485, 0.8214285714285713, 0.8333333333333333, 0.8532608695652173, 0.8498583569405099, 0.8159203980099502, 0.8059701492537313]"
