,mlp_fscore,mlp_fscore_std,gp_fscore_avg,gp_fscore_std,total_pareto,fit_max
0,1.0,0.0,0.9121320292741715,0.04994322415289214,1,"[0.7706855791962175, 0.7241379310344829, 0.8466483011937557, 0.7706855791962175, 0.8436363636363636, 0.7706855791962175, 0.8072805139186296, 0.7936170212765957, 0.783573806881243, 0.8645720476706391, 0.8077858880778589, 0.9863013698630138, 0.6672597864768682, 0.8645720476706391, 0.7770419426048566, 0.7706855791962175, 0.7706855791962175, 0.8244111349036403, 0.8194130925507901, 0.7706855791962175, 0.8307045215562566, 0.655072463768116, 0.8008342022940564, 0.8152059134107709, 0.8645720476706391, 0.831389183457052, 0.8645720476706391, 0.7706855791962175, 0.7882882882882882, 0.7713950762016412]"
