,mlp_fscore,mlp_fscore_std,gp_fscore_avg,gp_fscore_std,total_pareto,fit_max
0,0.9931034482758615,0.0,0.9410104578577816,0.018303418450838795,1,"[0.8620037807183364, 0.85, 0.813102119460501, 0.7719298245614035, 0.8198970840480274, 0.9038112522686025, 0.8028673835125448, 0.8101265822784811, 0.745928338762215, 0.9025270758122743, 0.8454011741682974, 0.8633093525179856, 0.8205128205128205, 0.8415094339622641, 0.8131868131868132, 0.8719851576994434, 0.8481262327416174, 0.8760907504363002, 0.8901303538175046, 0.8385826771653543, 0.8362235067437379, 0.8502581755593804, 0.9045936395759717, 0.836036036036036, 0.9005059021922428, 0.8150943396226414, 0.8565965583173996, 0.7689822294022617, 0.7993366500829189, 0.7886792452830188]"
